,id,name,host_id,host_name,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom,Count of Amenities,price,availability_30,availability_60,availability_90,availability_365,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,license
0,528022,Somewhere Else,2594559,Els,Westerpark,52.39114,4.88846,Private room,2,1.5,20,100,4,16,29,212,2,30,248,4.85,0363 9289 A94D 5C21 A579
1,2818,Quiet Garden View Room & Super Fast Wi-Fi,3159,Daniel,Oostelijk Havengebied - Indische Buurt,52.36435,4.94358,Private room,2,1.5,44,59,6,27,27,27,3,28,314,4.89,0363 5F3A 5684 6750 D14D
2,20168,Studio with private bathroom in the centre 1,59484,Alexander,Centrum-Oost,52.36407,4.89393,Private room,2,1,16,106,0,0,0,0,1,365,339,4.44,0363 CBB3 2C10 0C2A 1E29
3,27886,"Romantic, stylish B&B houseboat in canal district",97647,Flip,Centrum-West,52.38761,4.89188,Private room,2,1.5,52,140,0,17,32,40,2,356,243,4.94,0363 974D 4986 7411 88D8
4,28871,Comfortable double room,124245,Edwin,Centrum-West,52.36775,4.89092,Private room,2,1,20,75,0,3,8,91,2,1825,454,4.88,0363 607B EA74 0BD8 2F6F
5,29051,Comfortable single room,124245,Edwin,Centrum-Oost,52.36584,4.89111,Private room,1,1,20,55,0,4,11,142,2,730,602,4.79,0363 607B EA74 0BD8 2F6F
6,44391,Quiet 2-bedroom Amsterdam city centre apartment,194779,Jan,Centrum-Oost,52.37168,4.91471,Entire home/apt,4,1.5,32,240,0,0,0,0,3,730,44,4.72,0363 E76E F06A C1DD 172C
7,49552,Multatuli Luxury Guest Suite in top location,225987,Joanna & MP,Centrum-West,52.38028,4.89089,Entire home/apt,3,1,48,260,3,25,38,175,3,1125,451,4.92,0363 576A D827 5085 6B83
8,50523,B & B de 9 Straatjes (city center),231946,Raymond,Centrum-West,52.36811,4.88262,Private room,2,1,19,127,4,21,39,211,2,365,363,4.87,0363 22DC 0E52 B70B 0FB8
9,55868,Apartment near Museumplein (centre),264178,Cornelie,Zuid,52.35597,4.88512,Entire home/apt,4,1.5,22,149,1,2,2,31,3,21,95,4.86,0363 B5A3 5F63 B032 A320
10,62015,"Charming, beautifully & sunny place",301340,Jessica,Oud-Oost,52.36431,4.93122,Entire home/apt,2,1.5,25,120,0,0,0,0,2,6,36,4.91,0363 B090 499C D757 7F4F
11,80635,TOP LOCATED Canalhouse B&B Jordaan,436145,Riks,Centrum-West,52.37828,4.8944,Private room,1,1.5,29,113,14,14,14,14,3,1125,238,4.77,0363 4108 6EC3 C2FF 2493
12,82482,The Backroom - Central private appt,186729,Shawna,Centrum-West,52.36968,4.88122,Entire home/apt,4,1,54,119,4,16,24,224,2,28,958,4.5,0363 4ADE 41D8 0E67 1563
13,91535,Privat room and shared Houseboat Ramona centre,494281,Michiel,De Pijp - Rivierenbuurt,52.35774,4.89647,Private room,2,1.5,28,170,15,15,15,15,1,18,106,4.77,0363 74BA 2074 E0CF 1CB8
14,97221,Beautiful and spacious room,195859,Gianni,Slotervaart,52.34801,4.83639,Private room,2,1,14,61,3,14,30,288,2,8,256,4.59,0363 BCBA 6311 3268 DC8C
15,137026,Entire house with garden in De Pijp,670266,Ton & Fede,De Pijp - Rivierenbuurt,52.35178,4.90699,Entire home/apt,4,2.5,50,265,1,1,1,24,2,1125,101,4.76,0363 67D6 8568 BA8A F738
16,155548,Apartment 2 minutes from Centrum!,748161,Maria,Oud-Oost,52.3642,4.92829,Entire home/apt,3,1.5,32,200,0,0,0,0,3,15,21,4.76,0363 A562 4D7E 4A91 60DF
17,162467,Modern app. with brand new design bathroom,776296,Nicole,De Baarsjes - Oud-West,52.3627,4.85693,Entire home/apt,2,1,30,145,0,13,39,253,3,21,63,4.76,0363 C6C3 A2DC 89AC B72B
18,168769,"SUPERLOCATED Room in  CANALHOUSE, Private bath",436145,Riks,Centrum-West,52.37956,4.89359,Private room,1,1.5,24,111,19,19,19,19,3,1124,277,4.59,0363 4108 6EC3 C2FF 2493
19,169356,"Central,Rooftop 360',Zen,Canal-View, Bright,Quiet",806976,Niccolo,Centrum-West,52.38104,4.88306,Entire home/apt,2,1,28,195,1,31,57,116,8,16,26,5,0363 A281 5E35 1EED A8D9
20,171054,Spacious apartment next to center,815989,Kamiel,De Baarsjes - Oud-West,52.36768,4.86646,Entire home/apt,3,1,26,120,0,0,0,0,3,5,103,4.75,0363 BDF7 C0EC 9B88 DECA
21,179528,Authentic Amsterdam apartment RAI,856540,Pierre,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire home/apt,3,1.5,41,380,25,43,47,265,21,100,32,4.55,0363 1C26 67B4 C610 1758
22,188347,Clean & Cozy room in The Baarsjes,907405,Yahav,De Baarsjes - Oud-West,52.3683,4.85446,Private room,2,1,29,60,0,0,0,0,1,6,384,4.65,0363 7C68 38F7 176D 8CDF
23,189754,Metropolitan B&B centre Amsterdam,915591,Marijn,Centrum-West,52.37548,4.89398,Entire home/apt,4,1,66,220,4,18,18,50,2,1125,272,4.79,0363 08BD B22D FCC2 5F83
24,213371,Spacious apartment in De Pijp (note: with cat)!,1100324,Hendrik,De Pijp - Rivierenbuurt,52.3515,4.89656,Entire home/apt,4,1.5,33,200,9,20,20,20,14,65,22,4.86,0363 F88F 4B47 6E9B 225B
25,214531,LUXURIOUS GUESTHOUSE in CITY CENTER,1107389,Henry,Centrum-West,52.37169,4.89446,Private room,3,1,22,115,0,0,0,0,3,50,175,4.82,0363 1939 7BED DDCD 0353
26,219276,Suite in Canalhouse in the heart of the center,1135329,Amsterdam Boutique Apartments,Centrum-West,52.36883,4.88749,Private room,2,1,19,300,0,0,0,0,2,760,17,4.88,0363 1179 146A FBDB 79FC
27,222516,Cosy apartment in A'dam West. Tasteful & quiet.,1155595,Alex,De Baarsjes - Oud-West,52.36271,4.85875,Entire home/apt,2,1.5,31,119,0,0,0,0,3,21,139,4.71,0363 6ADC 900E 6878 AC7C
28,245927,Sonnenberg - Canal side & view - Private & Central,1005087,Wytse,Centrum-West,52.36815,4.88604,Entire home/apt,4,1.5,63,439,1,15,42,264,2,180,161,4.84,0363 E3FA A6F6 2112 7636
29,247805,"Bellavista, central,with canal view",1298735,Carolien,De Baarsjes - Oud-West,52.36707,4.87348,Private room,2,1.5,45,132,9,34,64,215,2,365,383,4.87,0363 157A 14AF 5451 77C3
30,252080,Amazing apartment historical centre,1322517,Evan,Centrum-Oost,52.36936,4.90963,Entire home/apt,4,3.5,15,350,5,5,13,80,4,30,14,4.92,0363 4B98 6C27 7CA6 62B9
31,254800,Amazing apartment in city center,1337537,Diederik,Centrum-West,52.37122,4.88211,Entire home/apt,2,1.5,32,475,0,0,0,0,2,1125,63,4.94,0363 7E3F 1742 B05C 9E62
32,255809,stylish apartment free car parking and 2 bikes,1344947,Flo&AndrÃ©,De Pijp - Rivierenbuurt,52.34416,4.88709,Private room,4,1,48,164,6,27,52,144,2,20,149,4.87,0363 A842 020A 9193 B416
33,262394,Charming Studio with Roof Terrace,1376607,Martin,Zuid,52.35695,4.85234,Private room,2,1,18,88,0,0,0,0,3,30,113,4.83,0363 B86D 98DE 3A24 8790
34,274688,Cozy sleeping in popular Amsterdam West,1435990,Marij,Bos en Lommer,52.37977,4.85574,Entire home/apt,2,1,37,146,5,5,5,5,3,30,43,4.85,0363 04FA C38F 7362 8C6D
35,274706,Beautiful central & quiet apartment,1436134,Veronica,Centrum-West,52.36563,4.88454,Entire home/apt,4,1,45,300,0,0,6,6,3,40,40,4.95,0363 F472 5456 72A2 0AD1
36,283170,5-bedrooms house; central location,1451657,Marco,Zuid,52.35435,4.87316,Entire home/apt,12,1.5,66,986,30,60,90,270,2,90,117,4.51,0363 0240 34A0 48C3 6D81
37,286500,"Centre, canal view with private bathroom",1491565,David,Centrum-West,52.37561,4.9,Private room,2,1,23,143,3,14,27,244,3,365,340,4.9,0363 DF01 FBC0 496B 9730
38,290701,"Central, big window, rear room with private bath.",1491565,David,Centrum-West,52.37561,4.9,Private room,2,1,24,146,4,18,22,249,3,365,399,4.86,0363 DF01 FBC0 496B 9730
39,291752,Cozy & large bohemian style room,1511330,Ton,Oud-Oost,52.35179,4.91082,Private room,2,1,19,125,0,25,50,312,3,1125,227,4.87,0363 6ACC BA1B 12A9 60C1
40,304082,Quiet studio in the heart of town with Garden!,276068,Mirre,Centrum-West,52.37239,4.89657,Private room,2,1.5,41,139,3,17,32,242,2,1125,209,4.77,0363 6C40 7413 ADD3 9AF8
41,304143,Unique Beautiful Houseboat (ship) in Center,1565319,Dick,Oud-Oost,52.3623,4.92028,Entire home/apt,2,1,30,88,0,0,0,0,3,30,52,4.55,0363AF9644094CEBCE6B
42,306852,"SunShine, A Sunny Amsterdam Center Special",1141485,GisÃ¨le And Simon,Centrum-Oost,52.35931,4.89844,Entire home/apt,4,1.5,18,200,0,0,0,0,4,21,31,4.61,0363 33C3 B936 3911 FC42
43,307497,Historical sailing ship Amsterdam,176944339,Dion,Westerpark,52.39185,4.8869,Entire home/apt,16,2.5,28,1002,1,1,1,173,2,30,105,4.87,Exempt
44,307621,"SunBird, Sunny Apt in Quiet Street",1141485,GisÃ¨le And Simon,Centrum-Oost,52.35871,4.89616,Entire home/apt,2,0,8,125,0,0,0,0,3,21,2,4.5,0363 33C3 B936 3911 FC42
45,308028,"SunFlower, A Sunny B&B + 2 Bicycles",1141485,GisÃ¨le And Simon,Centrum-Oost,52.35972,4.8975,Private room,2,1,11,95,0,0,0,0,3,10,35,4.77,0363 33C3 B936 3911 FC42
46,311124,*historic centre* *bright* *canal view* *jordaan*,1600010,Anke & Robert,Centrum-West,52.37104,4.87713,Entire home/apt,2,1,43,350,17,47,77,352,5,15,86,4.76,0363 59D8 7D30 6CFA DC81
47,327285,beautiful designed ap.+bikes+garden,1672823,Ester,De Pijp - Rivierenbuurt,52.35625,4.89323,Private room,4,1.5,66,221,4,31,57,57,2,30,542,4.94,0363 8A88 B129 62B5 BD4E
48,331946,Lovely FAMILY house near Vondelpark,1687595,Sebastiaan,De Baarsjes - Oud-West,52.3606,4.85739,Entire home/apt,4,1,34,220,0,0,0,0,2,14,27,4.88,0363 A942 21DC C431 1AD1
49,343094,Amstel Nest - an urban retreat for two,1740785,Rob & Fang,Oud-Oost,52.35715,4.90926,Private room,2,1,19,95,2,12,26,146,3,30,445,4.89,0363 FC71 F7DB 3AB4 3C42
50,350271,Luxe boat AMSTERDAM IJBURG!!!,1775032,Agustina,IJburg - Zeeburgereiland,52.36129,4.98845,Entire home/apt,4,1,32,395,1,3,9,198,7,365,4,4.33,0363 6334 AD6B 47DF B32A
51,357980,â˜… STYLISH FAMILY HOME - CITY CENTER,1811745,Marre,De Baarsjes - Oud-West,52.36348,4.87648,Entire home/apt,4,1.5,49,245,0,0,10,12,2,1125,119,4.87,0363 799F 0610 C059 F9F4
52,366438,Amsterdam@ city centre & canal view,1849988,Nicolet,Centrum-Oost,52.36738,4.89671,Private room,2,1.5,42,155,13,35,65,127,2,60,459,4.74,0363 BD40 0F80 50E7 8478
53,367107,"IN HISTORIC CENTRE, NEXT TO AMSTEL, PEACEFUL HOME",1853421,Marijn,Centrum-Oost,52.36263,4.90216,Entire home/apt,2,1.5,26,182,12,37,67,67,5,30,15,5,0363 1761 5C93 2C93 93FE
54,367491,"Charming,  bright and quiet home center Amsterdam",1855417,Maarten,De Baarsjes - Oud-West,52.364,4.87814,Entire home/apt,2,1.5,28,169,0,0,0,0,5,19,75,4.9,0363 7096 B559 45DB 421C
55,379885,Private Studio Houseboat *BEST VIEW* @Amstel,1907015,Masha,De Pijp - Rivierenbuurt,52.35465,4.9061,Private room,2,1,22,232,19,44,71,345,3,360,90,4.69,0363 3FE4 07B5 85AA 55F8
56,402353,Comfortable design apartment with roof terrace,2008330,Lidy,Watergraafsmeer,52.35338,4.93407,Private room,2,1.5,48,138,14,36,53,53,2,1125,246,4.85,0363 12D8 9BB2 949E 3227
57,414865,"Charming house, perfect for two!",2063261,Miranda,Zuid,52.35043,4.84676,Entire home/apt,2,1,45,110,0,1,21,21,4,30,8,4.88,0363 DC39 26C1 3541 47BF
58,415619,Sunny Amsterdam East Harbor View,1336633,Stephan,Oostelijk Havengebied - Indische Buurt,52.36905,4.93528,Entire home/apt,3,1,49,145,0,3,3,11,2,30,77,4.87,0363 09A6 8FFA 6EC4 805F
59,432233,Beautiful apartment @ true center,2144360,Feiko,Centrum-Oost,52.36096191,4.888226032,Entire home/apt,2,1,18,250,0,0,0,0,5,100,27,4.8,0363 DA8F B298 31AF FE9B
60,438089,STUDIO FOR 2 VONDELPARK AMSTERDAM,2064560,Har,De Baarsjes - Oud-West,52.36116,4.86608,Private room,2,1,19,116,6,6,6,6,4,60,228,4.79,03632826293CAE5B9570
61,440992,Charming houseboat near Olympic St.,2191136,Jan,Zuid,52.341621,4.849049,Entire home/apt,4,1,54,200,0,0,0,5,3,60,120,4.88,0363 6532 4C0A A235 9114
62,441424,Family house in centre of Amsterdam,2193861,Marco,Oostelijk Havengebied - Indische Buurt,52.37281,4.94303,Entire home/apt,4,2,43,150,1,1,1,2,3,30,39,4.61,0363B9396B464F7B165A
63,445660,cosy room with private entrance,2202945,Heleen,De Baarsjes - Oud-West,52.37001,4.85646,Private room,3,1,23,80,10,20,25,202,2,30,467,4.79,0363 1D15 382F 70B9 6319
64,446999,Guestroom VONDELPARK AMSTERDAM,2064560,Har,De Baarsjes - Oud-West,52.35927,4.86529,Private room,2,1,9,96,7,7,7,7,4,90,347,4.75,03632826293cae5b9570
65,450767,Houseboat 'Saturnus' Amsterdam,2238440,Richard En Birgit,Centrum-Oost,52.37006,4.90081,Entire home/apt,4,1,27,275,0,11,15,122,3,1125,141,4.7,0363 DB37 0A9B 68B2 4474
66,462341,Central 17th Century Unique House,2297302,Milen & Joes,Centrum-West,52.3739,4.89263,Entire home/apt,2,1.5,45,228,0,0,0,0,4,20,38,4.97,0363 C83F 9271 BA8F 23ED
67,481664,Live the life of A'dam on water!,1382273,Eltjo,Westerpark,52.39134,4.89067,Private room,2,1.5,38,105,5,16,34,227,2,14,506,4.67,0363FF789E4208718D0D
68,483779,Spacious studio apartment in A'dam,2395278,Alex,Slotervaart,52.3509,4.83293,Private room,2,1,16,100,0,0,0,0,2,14,37,4.88,0363 0306 F66C F808 A78D
69,494433,Clean & Cozy Apartment in The Baarsjes!,907405,Yahav,De Baarsjes - Oud-West,52.36812,4.85422,Entire home/apt,4,1,43,160,0,0,0,0,1,14,31,4.83,0363 7C68 38F7 176D 8CDF
70,495862,2 floor garden facing Vondelpark,2449055,Eddy,De Baarsjes - Oud-West,52.36168,4.8732,Entire home/apt,4,3.5,31,600,0,0,1,108,3,1125,16,4.93,0363BF1391F5D189CF11
71,503629,"Quiet & spacious apt, near Museums & Concertgebouw",2483843,Alban,Zuid,52.3543,4.87701,Entire home/apt,5,1,26,120,0,0,0,0,5,22,11,4.82,0363 E959 5BC3 BBA6 1C6E
72,515088,Familyfriendly Suite incl breakfast,2536879,Hansje,Noord-Oost,52.39675,4.99603,Private room,4,1.5,42,120,18,43,65,266,2,20,2,5,0363 0A94 AAA2 B228 0695
73,515749,Warm and cosy houseboat,2540480,Derk,Centrum-Oost,52.35902,4.89606,Private room,4,1,9,165,16,40,40,168,3,365,213,4.86,0363CB2056581DF32788
74,515921,Apartment near centre with amazing view over city,2541099,Anne-Marie,Zuid,52.35022,4.8525,Entire home/apt,4,1.5,38,159,3,28,58,58,3,22,87,4.28,0363 676E D52D A47D 768A
75,517996,Bright Canal house with amazing view! @the Jordaan,2550339,Aemilia,Centrum-West,52.37827,4.88568,Entire home/apt,2,1,21,320,14,44,74,101,3,1125,24,4.87,0363 7EFC D96F 5878 3F49
76,522471,Beautiful 2-storey appartment+roof terrace (135 m),2569931,Harriet,Bos en Lommer,52.3774,4.851,Entire home/apt,4,1.5,27,190,1,4,4,4,8,25,25,4.96,0363 1139 9247 9E72 640C
77,1120077,Beautiful apartment in Amsterdam!,6114964,Eveline,Bos en Lommer,52.37784,4.86178,Entire home/apt,2,1,23,287,15,45,75,75,2,1125,18,4.89,0363 E320 5F83 7F6C 8B43
78,1132247,XL luxurious houseboat on hot spot,6211092,Joost,Westerpark,52.39054,4.88886,Entire home/apt,4,2,51,500,6,13,43,310,3,1125,28,4.82,0363 BB66 CE09 99A3 3C75
79,1145140,Charming one bedroom apartment in de Pijp | 2P,6101182,Richard,Zuid,52.3537,4.88632,Entire home/apt,2,1,24,102,0,0,0,0,2,1125,25,4.64,0363 CA01 0CB4 B5A9 C22A
80,1145866,Stylish Trendy Room Near Centre Whirlpool Parking,6127483,Daniella,Bos en Lommer,52.37802,4.84513,Private room,2,1.5,38,70,8,38,68,68,1,60,305,4.66,0363 A6C0 16C0 2606 7E49
81,1149380,B&B Calypso Amsterdam,6300541,D.,Bijlmer-Centrum,52.31774,4.94647,Private room,4,1,36,61,9,30,42,254,1,1125,494,4.7,0363 C7EC ACA6 9FE7 6EE5
82,1149694,Cosy city apartment,6302268,Susan,Bos en Lommer,52.38231,4.84866,Entire home/apt,2,1.5,25,75,0,0,0,0,3,365,76,4.19,0363 BBCB 3714 4561 17BA
83,1155251,cozy spacious 90m2 Jordaan apartment 1,5796250,Remco,Centrum-West,52.38295,4.88854,Entire home/apt,2,1.5,29,127,4,34,56,110,7,180,49,4.86,Exempt
84,1155386,Quietness and the city life,6299692,Mirjam,De Pijp - Rivierenbuurt,52.34227,4.91217,Entire home/apt,2,1,15,120,3,14,14,92,6,14,63,4.72,03634817FCC961363C8C
85,1158662,Apartment & roof terrace near Vondelpark,5331982,Dirk,De Baarsjes - Oud-West,52.36042,4.86161,Entire home/apt,2,1,32,285,0,0,0,0,3,30,49,4.86,0363 22FD 8632 2FA7 E52E
86,1162769,Great new appartment in hip part of Amsterdam!,6368949,Hans En Sietske,Oud-Oost,52.35823,4.92035,Entire home/apt,4,1,19,295,0,4,4,138,4,1125,13,4.85,0363 F465 B910 CD53 9D4A
87,1174506,Cosy stylish apartment in De Pijp,6428213,Roel,De Pijp - Rivierenbuurt,52.35043,4.90079,Entire home/apt,2,1,18,120,0,0,0,0,4,30,43,4.95,0363 FD67 5B39 9442 2005
88,1182421,Family home 120 m2 Aâ€™dam  - dec 7 nights minimum,3136773,Myrthe,Oud-Noord,52.39259,4.91565,Entire home/apt,4,1,55,90,1,1,1,1,4,1125,7,4.86,0363 A2D7 0F59 72B8 6F12
89,1195666,Lovely family home in Central Amsterdam,6534317,Willemijne,De Baarsjes - Oud-West,52.36501,4.87918,Entire home/apt,4,2,47,300,7,11,19,146,4,25,42,4.9,03633A22E1C39FBC3D92
90,1196088,Charming Apartment -Own courtyard,6536417,Wanka,Oud-Noord,52.38827,4.94617,Entire home/apt,4,1,20,136,2,23,50,131,2,14,394,4.65,03637B6FE171C6D89CC8
91,1201952,15 min to the center of Amsterdam,6565457,Ekaterina,Oostelijk Havengebied - Indische Buurt,52.3639,4.93817,Entire home/apt,2,1,23,80,0,0,0,0,2,30,22,4.86,0363 CE4B BB75 46D5 0C5E
92,1223171,The Green Loft in Amsterdam,6673715,Valeria,De Baarsjes - Oud-West,52.367088,4.863511,Private room,4,1,25,106,5,24,36,271,2,1125,436,4.71,0363 BBF3 C3D6 4F1B E002
93,1224695,"Clean, light and central apt",6673713,Nynke,De Baarsjes - Oud-West,52.37006,4.85853,Entire home/apt,2,1.5,24,135,9,9,9,42,10,1123,73,4.75,0363 4466 609B EB08 5856
94,1225622,Spacious house garden walk through park to centre,6449836,Tamara,De Baarsjes - Oud-West,52.35936,4.86001,Entire home/apt,4,2,53,160,0,2,2,2,6,30,53,4.91,0363 9A8D AD09 CB57 AC22
95,1231693,Houseboat with Beautiful View | 5â€™m VondelPark,6717134,Maurits,Zuid,52.34549599,4.84902258,Private room,4,1.5,22,349,25,55,85,85,2,1125,0,0,0363 FB83 DFCB 6329 7F7B
96,1232048,"Cozy & secluded, Garden, Centre, Cheap Parking",5646154,Reinhart,Oud-Noord,52.38418,4.90779,Private room,2,1.5,36,77,2,11,17,201,2,1125,471,4.51,0363 0E7F 32B4 14AC 35E6
97,1236227,Leidse Square 5 star Luxury-apartment,6739792,Sander,Centrum-West,52.36646,4.88235,Entire home/apt,4,1.5,62,557,2,14,29,149,1,365,232,4.94,0363 CF0D F533 8862 D059
98,1246242,200m2 SPACIOUS 1918house with garden!,6739095,Martine,Oud-Noord,52.39238,4.92899,Entire home/apt,4,3.5,36,299,0,4,4,37,4,30,42,4.79,0363 BD93 21CF C688 7CAF
99,1250364,Sunny 200 m2 apartment with garden in De Pijp,6338151,Dorien,De Pijp - Rivierenbuurt,52.35263,4.89093,Entire home/apt,4,3,45,300,0,0,2,10,3,1125,48,4.84,03635442A3921DE62A41
100,1250716,Cosy apartment! Close to centre,6804135,Lucas,De Baarsjes - Oud-West,52.36647,4.85138,Entire home/apt,4,1,24,180,0,0,0,0,5,1124,27,4.77,0363 9EF9 7B64 A80D E302
101,1260229,Houseboat in the Center of Amsterdam,6863370,Lilian,Centrum-West,52.383,4.89161,Entire home/apt,2,1.5,57,170,0,0,0,0,3,30,76,4.75,0363 8E6A C359 1B43 3063
102,1262157,Comfy Spacy House at Vondelpark & Rijksmuseum,6873206,Marlous & Michiel,Zuid,52.35749,4.87699,Entire home/apt,5,1,64,499,8,8,25,152,2,1125,30,4.81,0363 266F 98A6 D4F1 488F
103,1267645,Unique Amsterdam citycenter houseboat with ZOOview,6900127,Tjalling,Centrum-Oost,52.36689,4.91809,Entire home/apt,4,2,34,250,0,0,0,0,2,100,38,4.79,0363 BEF2 CBE9 CD32 7B90
104,1271700,Spacious family house close to the Vondelpark,2826060,Barbara,De Baarsjes - Oud-West,52.36062,4.86901,Entire home/apt,4,1,35,299,0,0,0,0,3,14,32,4.88,0363 C6E3 33CC F7C0 AE2D
105,1272352,BEAUTIFUL Roof Terrace apartment!!!,6925102,Marcel,Bos en Lommer,52.37537,4.86019,Private room,2,1,44,138,7,7,10,241,3,100,357,4.67,0363 FC3D A0CA 424E 47B6
106,1279735,Sunny loft Amsterdam centre,2714856,Dicky,De Pijp - Rivierenbuurt,52.35787,4.89561,Entire home/apt,2,2,20,280,0,0,0,31,4,1125,33,4.94,0363 D83A 128F 3E99 4CCF
107,1291054,The Room Downstairs - Free parking,4615590,Marta,Noord-West,52.42397,4.88864,Hotel room,2,1.5,40,94,0,25,55,299,2,60,323,4.51,03631B8D28E412E2AC80
108,1299652,Great central apartment + garden in Pijp WITH CAT,3573065,Paul,De Pijp - Rivierenbuurt,52.35531,4.89116,Entire home/apt,3,1,30,270,23,23,23,23,3,21,66,4.95,0363 2A0F 7784 F2F9 6CF1
109,1308382,Mallees Houseboat Apartment,7113252,Melle,De Baarsjes - Oud-West,52.36518,4.86652,Entire home/apt,4,1.5,13,155,0,0,0,77,2,28,7,4.86,0363 0E49 98FB 4AE9 9738
110,1311373,Huge 2 floor apartment with garden!,7126883,Richard,De Baarsjes - Oud-West,52.37108,4.87389,Entire home/apt,4,1,26,280,0,0,0,0,4,1125,33,4.9,0363 60B9 AC4F 8F7C F6A8
111,1315392,Cozy first floor one bedroom Jordaan apartment,5796250,Remco,Centrum-West,52.38123,4.88619,Entire home/apt,2,1,30,150,4,33,40,141,7,180,81,4.73,Exempt
112,1316990,W 120 m2 double floor 2 bedr/2bathr Jordaan apt E,5796250,Remco,Centrum-West,52.38145,4.8849,Entire home/apt,4,2.5,28,225,5,28,58,58,7,180,125,4.84,Exempt
113,1320353,W Spacious split-level 100m2 Jordaan apartment C,5796250,Remco,Centrum-West,52.3815,4.88538,Entire home/apt,2,1.5,31,143,5,22,23,187,7,180,58,4.91,Exempt
114,1320438,W 100 m2 split level loft Jordaan apartment D,5796250,Remco,Centrum-West,52.3814,4.88553,Entire home/apt,2,1.5,29,155,1,22,38,232,7,180,41,4.9,Exempt
115,1321735,Two bedroom Jordaan Apartment B,5796250,Remco,Centrum-West,52.38295,4.88765,Entire home/apt,3,1,28,160,1,29,32,163,7,180,82,4.62,Exempt
116,1323521,Gorgeous apt w/balcony by Jordaan,5720215,Julian,Westerpark,52.37639,4.87637,Entire home/apt,4,1.5,24,175,0,0,0,0,3,1125,12,4.67,0363 20E8 2D8C CB55 CBC1
117,1331157,Spacious light house on the water!,7218607,Job En Suzanne,IJburg - Zeeburgereiland,52.34861,5.00784,Entire home/apt,4,1.5,30,300,0,0,7,131,3,14,18,4.88,0363 7DD4 0915 9EDC 306E
118,1338064,Experience Excellent Hospitality!,2968287,Christopher,Oostelijk Havengebied - Indische Buurt,52.35938,4.93618,Private room,2,1,29,64,0,0,0,0,5,9,40,4.93,0363 B993 87F7 2AA0 D406
119,1338633,Green Space and Calm for women travelling alone,7259166,Mirjam,Oud-Noord,52.39319,4.9435,Private room,1,1,22,64,1,1,1,1,5,5,109,4.81,0363 BF7E BF90 5F1E 8B46
120,1350096,"Casa Vrolik,  Amsterdam, Oosterparkbuurt  BnB 2pp.",4905127,Toetsie,Oud-Oost,52.35719,4.92193,Private room,2,1.5,40,123,14,42,71,305,2,29,154,4.88,0363 A7D7 D999 34B1 1496
121,1350246,"Casa Vrolik, Amsterdam, Oosterparkbuurt Bnb 1pp",4905127,Toetsie,Oud-Oost,52.35719,4.92193,Private room,1,1.5,46,82,12,31,56,286,2,29,197,4.9,0363 A7D7 D999 34B1 1496
122,1354077,Houseboat in centre of Amsterdam,6701188,Nikita,Centrum-Oost,52.37141,4.90353,Entire home/apt,4,1,15,135,0,1,4,5,3,1125,56,4.43,0363 EBEB 4D15 C472 05D5
123,1355777,Big Family Canal home + kitchen Amsterdam,7358924,Saskia,De Baarsjes - Oud-West,52.36495,4.87367,Entire home/apt,4,1.5,54,399,0,0,0,0,2,2,92,4.58,0363 99DB 3A23 813A 3752
124,1358042,"Woonboot in Amsterdam, Free parking",7371529,Ton,Noord-Oost,52.3809,4.96522,Private room,2,1.5,22,85,6,30,60,278,2,1125,515,4.94,03631452992C92E8DB02
125,1364013,Ruim authentiek gezinsappartement,7403304,Natascha,De Baarsjes - Oud-West,52.36055,4.8532,Entire home/apt,4,1.5,28,120,11,26,41,149,4,23,24,4.71,0363FAB932A3D824EE31
126,1364379,Modern houseboat,7405524,Jaap,Zuid,52.34008,4.85133,Entire home/apt,4,1,37,195,0,0,0,126,7,1125,7,4.86,0363 7D5B 6915 E592 B452
127,1366058,Central spacious light apt.+parking,7220997,Anna&Marnix,Oud-Noord,52.38295,4.9152,Entire home/apt,4,1.5,31,159,0,0,0,0,5,29,62,4.84,03630E862DF2E1D5B831
128,1375601,Modern & Light Houseboat near Vondelpark,7453922,Fauve,De Baarsjes - Oud-West,52.36104,4.85778,Private room,2,1,27,218,0,0,10,10,3,365,8,5,0363 1E0B 01BF 5F89 ED82
129,1375612,Your own apartment on wheels,3040748,Henk,Noord-Oost,52.39508,4.99186,Private room,4,1.5,20,77,0,0,0,211,2,1125,159,4.53,0363 2A6D 7C09 877D 715F
130,1377662,"Private room in big, cozy and light apartment",3607736,Elmar,Bos en Lommer,52.37704,4.84606,Private room,1,1.5,25,74,0,0,0,0,3,7,38,4.86,0363 6182 608D 7182 A73D
131,1378074,Romantic Design Apartment City Centre,7356368,Andrea,Centrum-Oost,52.36101,4.89042,Entire home/apt,2,1,31,150,0,0,6,36,2,1125,69,4.79,0363D510A1EFBD6612CB
132,1383369,"Vintage, Stylish, Romantic close to city-center",7393137,Fenno,Westerpark,52.38069,4.86826,Entire home/apt,3,1,60,143,1,1,1,1,3,500,139,4.75,0363 99A8 77BA 50A0 9478
133,1394668,B&Bio quiet/sun-room/elevator/welcoming,7538251,Joke,De Baarsjes - Oud-West,52.37154,4.852,Private room,2,1.5,41,106,1,1,1,1,3,7,206,4.89,0363 FC80 A9F3 EA65 1469
